Student ID,student_name,gender,grade,school_name,reading_score,math_score,math_passed,reading_passed,overall
19694,Joseph Murphy,M,9th,Bailey High School,74,64,0,1,0
19695,Maria Gallegos,F,10th,Bailey High School,79,86,1,1,1
19696,Matthew Gibson,M,12th,Bailey High School,65,89,1,0,0
19697,Jeffrey Young,M,11th,Bailey High School,79,81,1,1,1
19698,Antonio Hernandez,M,12th,Bailey High School,77,73,1,1,1
19699,Dawn Hernandez,F,9th,Bailey High School,67,96,1,0,0
19700,Dale Shaw,M,10th,Bailey High School,66,56,0,0,0
19701,Rachel Davis,F,12th,Bailey High School,85,77,1,1,1
19702,Thomas Lopez,M,12th,Bailey High School,86,70,1,1,1
19703,Laura Bright,F,12th,Bailey High School,76,91,1,1,1
19704,Michael Patel,M,9th,Bailey High School,97,66,0,1,0
19705,Breanna Mercer,F,9th,Bailey High School,88,87,1,1,1
19706,Wesley Craig,M,12th,Bailey High School,92,64,0,1,0
19707,Amy Horn,F,11th,Bailey High School,92,98,1,1,1
19708,Julie Davis,F,10th,Bailey High School,81,76,1,1,1
19709,Michelle Lutz,F,10th,Bailey High School,78,59,0,1,0
19710,David Payne,M,9th,Bailey High School,83,93,1,1,1
19711,Courtney Sullivan,F,11th,Bailey High School,88,99,1,1,1
19712,Holly Ford,F,12th,Bailey High School,91,65,0,1,0
19713,Ruth Armstrong,F,9th,Bailey High School,92,57,0,1,0
19714,Jennifer James,F,9th,Bailey High School,77,85,1,1,1
19715,Austin Davis,M,12th,Bailey High School,73,95,1,1,1
19716,Drew Perez,M,12th,Bailey High School,89,93,1,1,1
19717,Rachael Horton,F,9th,Bailey High School,98,69,0,1,0
19718,Jacob Dodson,M,10th,Bailey High School,83,61,0,1,0
19719,Ashley Torres,F,9th,Bailey High School,81,76,1,1,1
19720,Ryan Maldonado,M,11th,Bailey High School,64,55,0,0,0
19721,Michele Rodriguez,F,11th,Bailey High School,76,69,0,1,0
19722,Edward Nash,M,10th,Bailey High School,79,73,1,1,1
19723,Heather Mcdaniel,F,11th,Bailey High School,79,76,1,1,1
19724,Daniel Hale,M,12th,Bailey High School,98,87,1,1,1
19725,Vickie Snyder,F,11th,Bailey High School,89,69,0,1,0
19726,Shelby Cain,F,11th,Bailey High School,94,91,1,1,1
19727,Madison Adkins,F,10th,Bailey High School,70,66,0,1,0
19728,Daniel Cherry,M,9th,Bailey High School,95,88,1,1,1
19729,Amanda Fields,F,9th,Bailey High School,71,74,1,1,1
19730,Debbie Davenport,F,10th,Bailey High School,99,71,1,1,1
19731,Michael Wilson,M,12th,Bailey High School,72,80,1,1,1
19732,Heather Vargas,F,10th,Bailey High School,66,84,1,0,0
19733,William Park,M,12th,Bailey High School,66,81,1,0,0
19734,Christopher Patterson,M,10th,Bailey High School,83,74,1,1,1
19735,Jamie Dawson MD,F,11th,Bailey High School,83,57,0,1,0
19736,Mr. Andrew Mitchell V,M,12th,Bailey High School,82,57,0,1,0
19737,Dr. Travis Richmond,M,10th,Bailey High School,70,65,0,1,0
19738,Elizabeth Joseph,F,12th,Bailey High School,75,66,0,1,0
19739,Vernon Ross,M,9th,Bailey High School,73,56,0,1,0
19740,Paul Williams,M,11th,Bailey High School,65,93,1,0,0
19741,Rachel Lopez,F,11th,Bailey High School,77,98,1,1,1
19742,Marie Hernandez,F,9th,Bailey High School,64,61,0,0,0
19743,Michael Kim,M,9th,Bailey High School,95,97,1,1,1
19744,Kevin Barnett,M,9th,Bailey High School,88,99,1,1,1
19745,Mary Williams,F,9th,Bailey High School,76,87,1,1,1
19746,Kristen Mccann,F,12th,Bailey High School,77,77,1,1,1
19747,Anna Reese,F,10th,Bailey High School,80,78,1,1,1
19748,Justin Warren,M,12th,Bailey High School,82,65,0,1,0
19749,Mrs. Amy Cain,F,10th,Bailey High School,88,56,0,1,0
19750,Darren Sanchez,M,11th,Bailey High School,83,71,1,1,1
19751,Shannon Cruz,F,11th,Bailey High School,93,93,1,1,1
19752,Hannah Sullivan,F,12th,Bailey High School,98,55,0,1,0
19753,Nancy Kane,F,11th,Bailey High School,75,98,1,1,1
19754,Samantha Mcbride,F,10th,Bailey High School,78,89,1,1,1
19755,Jeremy Graham,M,10th,Bailey High School,66,80,1,0,0
19756,Danielle Sweeney,F,11th,Bailey High School,70,60,0,1,0
19757,Paul Hall,M,9th,Bailey High School,78,79,1,1,1
19758,Jennifer Davis,F,10th,Bailey High School,83,66,0,1,0
19759,Brett Odonnell,M,10th,Bailey High School,94,60,0,1,0
19760,Charlotte Howard,F,11th,Bailey High School,96,86,1,1,1
19761,Rodney Nicholson,M,11th,Bailey High School,82,76,1,1,1
19762,Charles Macias,M,12th,Bailey High School,67,92,1,0,0
19763,Nathan Brock,M,11th,Bailey High School,82,93,1,1,1
19764,Victor Cox,M,11th,Bailey High School,78,73,1,1,1
19765,Cassidy Moore,F,10th,Bailey High School,77,78,1,1,1
19766,Heidi Burns,F,12th,Bailey High School,77,86,1,1,1
19767,William Schmidt,M,12th,Bailey High School,71,73,1,1,1
19768,Brittney Hughes,F,9th,Bailey High School,76,72,1,1,1
19769,Ronald Hickman,M,9th,Bailey High School,94,92,1,1,1
19770,Andrew Jones,M,10th,Bailey High School,70,88,1,1,1
19771,Richard Johnson,M,11th,Bailey High School,76,72,1,1,1
19772,Glenn Osborne,M,11th,Bailey High School,90,84,1,1,1
19773,Anthony Cervantes,M,11th,Bailey High School,89,83,1,1,1
19774,Mallory Howard,F,9th,Bailey High School,98,77,1,1,1
19775,Kendra Yang,F,9th,Bailey High School,64,57,0,0,0
19776,Sarah Martin,F,11th,Bailey High School,88,82,1,1,1
19777,James Turner,M,9th,Bailey High School,90,85,1,1,1
19778,Bridget Gregory,F,11th,Bailey High School,91,63,0,1,0
19779,John Thomas,M,11th,Bailey High School,91,82,1,1,1
19780,Thomas Lewis,M,9th,Bailey High School,83,70,1,1,1
19781,Savannah Chavez,F,11th,Bailey High School,89,81,1,1,1
19782,Courtney Vaughn,F,11th,Bailey High School,63,92,1,0,0
19783,Bryan Jenkins,M,10th,Bailey High School,77,72,1,1,1
19784,Nicholas Lawrence,M,10th,Bailey High School,86,83,1,1,1
19785,Jessica Hill,F,10th,Bailey High School,84,75,1,1,1
19786,Phillip Bishop,M,9th,Bailey High School,97,64,0,1,0
19787,Heather Gonzalez,F,11th,Bailey High School,98,80,1,1,1
19788,Susan Richmond,F,10th,Bailey High School,82,76,1,1,1
19789,Leslie Floyd,F,11th,Bailey High School,79,59,0,1,0
19790,Charlene Peters,F,12th,Bailey High School,79,91,1,1,1
19791,Andrea Barton,F,9th,Bailey High School,79,76,1,1,1
19792,Justin Gutierrez,M,12th,Bailey High School,86,83,1,1,1
19793,Christopher Miller,M,9th,Bailey High School,65,76,1,0,0
19794,Michelle Ford,F,11th,Bailey High School,88,78,1,1,1
19795,Erin Phillips,F,9th,Bailey High School,87,65,0,1,0
19796,George Kaufman,M,10th,Bailey High School,96,61,0,1,0
19797,Laura Martinez,F,12th,Bailey High School,98,84,1,1,1
19798,Matthew Byrd,M,11th,Bailey High School,92,77,1,1,1
19799,Christine Allen,F,10th,Bailey High School,63,68,0,0,0
19800,John Guerra,M,12th,Bailey High School,99,57,0,1,0
19801,Heather Hall,F,9th,Bailey High School,68,86,1,0,0
19802,James Spears,M,10th,Bailey High School,91,73,1,1,1
19803,Jessica Smith,F,10th,Bailey High School,86,63,0,1,0
19804,Matthew Ho,M,10th,Bailey High School,72,99,1,1,1
19805,Karen Austin,F,10th,Bailey High School,72,91,1,1,1
19806,Michael Miller,M,11th,Bailey High School,97,77,1,1,1
19807,Katrina Adkins,F,9th,Bailey High School,66,71,1,0,0
19808,Mitchell Greene,M,12th,Bailey High School,86,62,0,1,0
19809,Aaron Davis Jr.,M,11th,Bailey High School,97,63,0,1,0
19810,Gene Torres,M,12th,Bailey High School,73,69,0,1,0
19811,Nicole Mitchell,F,9th,Bailey High School,96,64,0,1,0
19812,Aaron Bailey,M,12th,Bailey High School,98,70,1,1,1
19813,Dakota Green,M,11th,Bailey High School,64,91,1,0,0
19814,Stacey Mcgee,F,10th,Bailey High School,76,60,0,1,0
19815,Patty Ryan,F,9th,Bailey High School,86,82,1,1,1
19816,Linda Graves,F,9th,Bailey High School,65,91,1,0,0
19817,Andrea Austin,F,12th,Bailey High School,96,89,1,1,1
19818,Margaret Anderson,F,9th,Bailey High School,86,59,0,1,0
19819,Amanda Tanner,F,10th,Bailey High School,79,69,0,1,0
19820,Lee Johnson,M,11th,Bailey High School,93,84,1,1,1
19821,Richard Decker,M,9th,Bailey High School,93,59,0,1,0
19822,Tammy Shepard,F,11th,Bailey High School,85,70,1,1,1
19823,Gabriel Hall,M,11th,Bailey High School,94,95,1,1,1
19824,Darren Brooks,M,9th,Bailey High School,82,81,1,1,1
19825,Sarah Jones,F,11th,Bailey High School,75,64,0,1,0
19826,Heather Smith,F,9th,Bailey High School,64,75,1,0,0
19827,James Stone,M,10th,Bailey High School,93,99,1,1,1
19828,Matthew Taylor,M,9th,Bailey High School,75,67,0,1,0
19829,Madeline Clark,F,11th,Bailey High School,63,87,1,0,0
19830,Barbara Mcconnell,F,12th,Bailey High School,70,91,1,1,1
19831,Cynthia Green,F,9th,Bailey High School,68,75,1,0,0
19832,Gavin Johnson,M,12th,Bailey High School,76,63,0,1,0
19833,Christopher Phillips,M,9th,Bailey High School,82,64,0,1,0
19834,Wayne Hensley,M,12th,Bailey High School,83,89,1,1,1
19835,Megan Olson,F,9th,Bailey High School,64,60,0,0,0
19836,Cody Williams,M,11th,Bailey High School,75,78,1,1,1
19837,Amy Friedman,F,11th,Bailey High School,94,63,0,1,0
19838,Tiffany Smith,F,9th,Bailey High School,89,59,0,1,0
19839,Victor Smith,M,9th,Bailey High School,76,93,1,1,1
19840,Jordan Anderson,M,10th,Bailey High School,65,97,1,0,0
19841,Michael Greene,M,10th,Bailey High School,83,79,1,1,1
19842,Misty Hart,F,11th,Bailey High School,84,97,1,1,1
19843,Cindy Joyce,F,10th,Bailey High School,87,87,1,1,1
19844,Amy Parker,F,9th,Bailey High School,69,77,1,0,0
19845,Adam Keller,M,12th,Bailey High School,88,83,1,1,1
19846,Dawn Hill,F,10th,Bailey High School,87,82,1,1,1
19847,Cesar Thomas,M,11th,Bailey High School,73,71,1,1,1
19848,Brianna Wolfe,F,10th,Bailey High School,95,96,1,1,1
19849,Kelly Coleman,F,9th,Bailey High School,95,69,0,1,0
19850,Pamela Perkins,F,11th,Bailey High School,83,94,1,1,1
19851,Henry Lyons,M,11th,Bailey High School,97,57,0,1,0
19852,David Perez,M,12th,Bailey High School,73,92,1,1,1
19853,Eric Knapp,M,9th,Bailey High School,81,82,1,1,1
19854,Justin Williams,M,9th,Bailey High School,82,80,1,1,1
19855,Christopher Hill,M,12th,Bailey High School,93,83,1,1,1
19856,Mallory Anderson,F,9th,Bailey High School,63,74,1,0,0
19857,Jonathan Guzman,M,12th,Bailey High School,73,76,1,1,1
19858,Evan Huang,M,10th,Bailey High School,78,55,0,1,0
19859,Christopher Meza,M,10th,Bailey High School,65,65,0,0,0
19860,Meredith Thomas,F,12th,Bailey High School,91,65,0,1,0
19861,John Clark,M,9th,Bailey High School,98,87,1,1,1
19862,Amanda Francis,F,11th,Bailey High School,97,79,1,1,1
19863,Kevin Taylor,M,10th,Bailey High School,88,65,0,1,0
19864,Mark Mcdonald,M,12th,Bailey High School,90,56,0,1,0
19865,Todd Andrews,M,10th,Bailey High School,77,73,1,1,1
19866,Brian Christian,M,11th,Bailey High School,73,95,1,1,1
19867,Brian Castillo,M,12th,Bailey High School,89,78,1,1,1
19868,Crystal Parker,F,11th,Bailey High School,79,69,0,1,0
19869,Luis King,M,11th,Bailey High School,76,81,1,1,1
19870,Kristine Hunt,F,12th,Bailey High School,83,80,1,1,1
19871,Taylor Henry,F,12th,Bailey High School,79,91,1,1,1
19872,Anne Hansen,F,9th,Bailey High School,78,74,1,1,1
19873,Tina Butler,F,9th,Bailey High School,79,81,1,1,1
19874,Cody Schaefer,M,9th,Bailey High School,87,57,0,1,0
19875,Charles Kent,M,11th,Bailey High School,89,62,0,1,0
19876,Linda Sanchez,F,10th,Bailey High School,98,65,0,1,0
19877,Christopher Warren,M,10th,Bailey High School,82,94,1,1,1
19878,Thomas Burgess MD,M,9th,Bailey High School,91,69,0,1,0
19879,Thomas Smith,M,12th,Bailey High School,77,56,0,1,0
19880,Wesley Norman,M,10th,Bailey High School,90,98,1,1,1
19881,Joseph Hodges,M,9th,Bailey High School,68,86,1,0,0
19882,Susan Villa,F,12th,Bailey High School,78,63,0,1,0
19883,Daniel Mills,M,9th,Bailey High School,92,87,1,1,1
19884,Thomas Thompson,M,12th,Bailey High School,95,66,0,1,0
19885,Amanda Hale DVM,F,9th,Bailey High School,98,76,1,1,1
19886,Philip Jacobs,M,12th,Bailey High School,85,70,1,1,1
19887,Tanya Martinez,F,10th,Bailey High School,92,69,0,1,0
19888,Gregory Schneider,M,9th,Bailey High School,96,92,1,1,1
19889,Andrea Davis,F,12th,Bailey High School,67,98,1,0,0
19890,Olivia Griffin,F,11th,Bailey High School,76,62,0,1,0
19891,Mackenzie Patrick,F,10th,Bailey High School,74,73,1,1,1
19892,Michael Baker,M,11th,Bailey High School,74,56,0,1,0
19893,Clinton Nguyen,M,9th,Bailey High School,98,73,1,1,1
19894,Joseph Larson,M,11th,Bailey High School,89,60,0,1,0
19895,Russell Thompson,M,9th,Bailey High School,65,79,1,0,0
19896,Patricia Sullivan,F,11th,Bailey High School,88,76,1,1,1
19897,Elizabeth Shelton,F,12th,Bailey High School,82,77,1,1,1
19898,Megan Fleming,F,9th,Bailey High School,81,77,1,1,1
19899,Steven Ward,M,11th,Bailey High School,88,74,1,1,1
19900,Amanda Hardy,F,12th,Bailey High School,90,79,1,1,1
19901,Richard Berry,M,11th,Bailey High School,80,74,1,1,1
19902,Debbie Blackwell,F,9th,Bailey High School,81,84,1,1,1
19903,Laura Jenkins,F,9th,Bailey High School,91,98,1,1,1
19904,Jordan Anderson,M,9th,Bailey High School,90,62,0,1,0
19905,Lindsay Harris,F,12th,Bailey High School,94,74,1,1,1
19906,Shawn Smith,M,10th,Bailey High School,89,80,1,1,1
19907,Amanda Ibarra,F,9th,Bailey High School,96,85,1,1,1
19908,Mark Parker,M,10th,Bailey High School,67,65,0,0,0
19909,Amanda Edwards,F,10th,Bailey High School,79,55,0,1,0
19910,Sarah Berg,F,11th,Bailey High School,88,90,1,1,1
19911,Michael Weeks,M,10th,Bailey High School,94,73,1,1,1
19912,Kara Potts,F,11th,Bailey High School,86,62,0,1,0
19913,Derek Cooke MD,M,10th,Bailey High School,82,64,0,1,0
19914,Joanna Newton,F,11th,Bailey High School,92,79,1,1,1
19915,Shawn Smith,M,10th,Bailey High School,94,93,1,1,1
19916,Susan Gutierrez,F,11th,Bailey High School,88,72,1,1,1
19917,Jonathan Krause,M,9th,Bailey High School,81,94,1,1,1
19918,Shannon Hayes,F,10th,Bailey High School,74,99,1,1,1
19919,Dr. Daniel Bowman,M,9th,Bailey High School,71,83,1,1,1
19920,Michael Peters,M,10th,Bailey High School,94,89,1,1,1
19921,Matthew King,M,11th,Bailey High School,79,74,1,1,1
19922,Tammy Johnson,F,9th,Bailey High School,74,93,1,1,1
19923,Manuel Olson,M,12th,Bailey High School,64,70,1,0,0
19924,Mark Hickman,M,10th,Bailey High School,75,99,1,1,1
19925,Nancy Hill,F,11th,Bailey High School,77,92,1,1,1
19926,Dr. Jonathan Palmer,M,10th,Bailey High School,78,60,0,1,0
19927,Thomas Glenn,M,12th,Bailey High School,67,57,0,0,0
19928,Michael Perry,M,12th,Bailey High School,87,82,1,1,1
19929,Kaitlin Pratt,F,10th,Bailey High School,66,81,1,0,0
19930,Linda Herrera,F,9th,Bailey High School,95,77,1,1,1
19931,Vanessa Navarro,F,11th,Bailey High School,66,84,1,0,0
19932,Jonathan Martinez,M,9th,Bailey High School,95,56,0,1,0
19933,Christine Johnson,F,9th,Bailey High School,63,94,1,0,0
19934,Tanya Fisher,F,9th,Bailey High School,82,62,0,1,0
19935,Richard Smith,M,11th,Bailey High School,64,73,1,0,0
19936,Jose Edwards,M,10th,Bailey High School,73,85,1,1,1
19937,Amy Wheeler,F,10th,Bailey High School,83,58,0,1,0
19938,Angelica Humphrey,F,9th,Bailey High School,66,84,1,0,0
19939,Kevin Carpenter,M,11th,Bailey High School,68,74,1,0,0
19940,Debra Franklin,F,12th,Bailey High School,75,79,1,1,1
19941,Ashley Johnson,F,11th,Bailey High School,68,69,0,0,0
19942,Brittany Carlson,F,10th,Bailey High School,78,80,1,1,1
19943,Samuel Perkins,M,10th,Bailey High School,78,77,1,1,1
19944,Nicholas Moore,M,10th,Bailey High School,76,65,0,1,0
19945,Erica Thompson,F,12th,Bailey High School,72,56,0,1,0
19946,Mark Snyder,M,11th,Bailey High School,85,85,1,1,1
19947,Justin Johnston,M,9th,Bailey High School,75,61,0,1,0
19948,Michael Klein,M,12th,Bailey High School,98,89,1,1,1
19949,Brian Clements,M,12th,Bailey High School,90,95,1,1,1
19950,Michael Walker,M,11th,Bailey High School,88,64,0,1,0
19951,Michelle Collins,F,11th,Bailey High School,74,69,0,1,0
19952,April Rodriguez,F,9th,Bailey High School,87,74,1,1,1
19953,Felicia Wright,F,10th,Bailey High School,67,93,1,0,0
19954,Amber Thompson,F,9th,Bailey High School,70,95,1,1,1
19955,Jessica Kirk,F,10th,Bailey High School,92,67,0,1,0
19956,Melissa Banks,F,9th,Bailey High School,80,57,0,1,0
19957,Adam Payne,M,10th,Bailey High School,96,95,1,1,1
19958,Claudia Pham,F,11th,Bailey High School,68,94,1,0,0
19959,Emily Williams,F,11th,Bailey High School,85,78,1,1,1
19960,Lori Mitchell DDS,F,9th,Bailey High School,87,99,1,1,1
19961,Raymond Mays,M,12th,Bailey High School,69,97,1,0,0
19962,Mr. Richard Armstrong,M,11th,Bailey High School,73,85,1,1,1
19963,Amy Smith,F,9th,Bailey High School,90,87,1,1,1
19964,Thomas May,M,10th,Bailey High School,88,63,0,1,0
19965,Michele Love,F,11th,Bailey High School,98,99,1,1,1
19966,Tracy Russell,F,12th,Bailey High School,63,81,1,0,0
19967,Richard Day,M,9th,Bailey High School,65,99,1,0,0
19968,Christopher Walker,M,11th,Bailey High School,98,71,1,1,1
19969,Jennifer Howard,F,12th,Bailey High School,97,94,1,1,1
19970,Pamela Kim,F,12th,Bailey High School,89,70,1,1,1
19971,Melissa Pierce,F,12th,Bailey High School,82,63,0,1,0
19972,Ashley Smith,F,10th,Bailey High School,91,67,0,1,0
19973,Robert Moreno,M,12th,Bailey High School,84,83,1,1,1
19974,Rebecca Walker,F,11th,Bailey High School,86,87,1,1,1
19975,Jennifer Mack,F,9th,Bailey High School,81,74,1,1,1
19976,Dr. Timothy Johnson,M,12th,Bailey High School,78,67,0,1,0
19977,Robert Hill,M,12th,Bailey High School,97,85,1,1,1
19978,Kirsten Clark,F,11th,Bailey High School,75,82,1,1,1
19979,Nancy English,F,10th,Bailey High School,75,61,0,1,0
19980,James Smith,M,9th,Bailey High School,63,55,0,0,0
19981,Frank Diaz,M,12th,Bailey High School,76,81,1,1,1
19982,Nicole Petty,F,9th,Bailey High School,79,64,0,1,0
19983,Clinton Wallace,M,10th,Bailey High School,99,56,0,1,0
19984,Miranda Peterson,F,10th,Bailey High School,65,64,0,0,0
19985,Tina Hill,F,9th,Bailey High School,88,56,0,1,0
19986,Evan Warren,M,10th,Bailey High School,67,73,1,0,0
19987,Samantha Benson,F,11th,Bailey High School,94,75,1,1,1
19988,Anne Green,F,11th,Bailey High School,81,97,1,1,1
19989,Jasmine Russell,F,10th,Bailey High School,96,97,1,1,1
19990,James Evans,M,12th,Bailey High School,71,81,1,1,1
19991,Benjamin Davis,M,10th,Bailey High School,73,60,0,1,0
19992,Kayla Alexander,F,10th,Bailey High School,92,74,1,1,1
19993,Zachary Schultz,M,9th,Bailey High School,88,76,1,1,1
19994,Tony Hunt,M,11th,Bailey High School,80,88,1,1,1
19995,Mrs. Pam Lewis DVM,F,9th,Bailey High School,68,62,0,0,0
19996,Kelsey Harris,F,9th,Bailey High School,75,75,1,1,1
19997,Robert Mitchell,M,9th,Bailey High School,94,67,0,1,0
19998,Kelly Hopkins,F,9th,Bailey High School,96,58,0,1,0
19999,Misty Jacobs,F,12th,Bailey High School,71,66,0,1,0
20000,Amanda Reid,F,10th,Bailey High School,83,91,1,1,1
20001,Amanda Graham,F,9th,Bailey High School,74,90,1,1,1
20002,Alexander Freeman,M,10th,Bailey High School,97,64,0,1,0
20003,Amy Gutierrez DDS,F,9th,Bailey High School,95,78,1,1,1
20004,Dawn Ramirez,F,9th,Bailey High School,82,89,1,1,1
20005,Dalton Murphy,M,11th,Bailey High School,63,58,0,0,0
20006,Kenneth Ward,M,9th,Bailey High School,90,97,1,1,1
20007,Melody Scott,F,9th,Bailey High School,96,77,1,1,1
20008,Thomas Taylor,M,12th,Bailey High School,71,84,1,1,1
20009,Thomas Davis,M,12th,Bailey High School,80,88,1,1,1
20010,Ashley Barry,F,9th,Bailey High School,66,95,1,0,0
20011,Elizabeth Wood,F,12th,Bailey High School,93,68,0,1,0
20012,Michael Coleman,M,12th,Bailey High School,66,95,1,0,0
20013,Angela Wilkins,F,9th,Bailey High School,98,93,1,1,1
20014,Zachary Ferrell,M,11th,Bailey High School,67,69,0,0,0
20015,Jessica Vasquez,F,10th,Bailey High School,94,63,0,1,0
20016,Todd Simmons,M,9th,Bailey High School,78,55,0,1,0
20017,Spencer Thomas,M,11th,Bailey High School,71,73,1,1,1
20018,Angel Martin,F,11th,Bailey High School,80,73,1,1,1
20019,Dr. Christina Flores,F,11th,Bailey High School,87,92,1,1,1
20020,David Luna,M,9th,Bailey High School,97,57,0,1,0
20021,Joann Kane,F,11th,Bailey High School,96,95,1,1,1
20022,Leonard Cox,M,9th,Bailey High School,89,97,1,1,1
20023,Anthony Clements,M,12th,Bailey High School,65,98,1,0,0
20024,Johnny Johnson,M,11th,Bailey High School,88,80,1,1,1
20025,Peter Tucker,M,9th,Bailey High School,99,98,1,1,1
20026,Brian Bailey Jr.,M,10th,Bailey High School,79,97,1,1,1
20027,Andrew Butler,M,10th,Bailey High School,72,63,0,1,0
20028,Larry Mcguire,M,11th,Bailey High School,74,85,1,1,1
20029,Karen Hanson,F,11th,Bailey High School,64,64,0,0,0
20030,Elizabeth Castillo,F,10th,Bailey High School,81,82,1,1,1
20031,Cynthia Nelson,F,9th,Bailey High School,96,85,1,1,1
20032,Peter Miller,M,9th,Bailey High School,87,93,1,1,1
20033,Devon Hart,M,10th,Bailey High School,88,61,0,1,0
20034,Jorge Montoya,M,11th,Bailey High School,67,55,0,0,0
20035,Erica Johnson,F,11th,Bailey High School,89,79,1,1,1
20036,Aaron Garcia,M,9th,Bailey High School,96,98,1,1,1
20037,Angela Dalton,F,10th,Bailey High School,70,94,1,1,1
20038,Patrick Whitney,M,9th,Bailey High School,83,65,0,1,0
20039,Ryan Moore,M,12th,Bailey High School,64,65,0,0,0
20040,Margaret Quinn,F,9th,Bailey High School,86,94,1,1,1
20041,Amber Moore,F,9th,Bailey High School,82,84,1,1,1
20042,Nicole Hensley,F,11th,Bailey High School,71,86,1,1,1
20043,Tammy Lopez,F,11th,Bailey High School,85,87,1,1,1
20044,Ashley Hayes,F,12th,Bailey High School,90,94,1,1,1
20045,Matthew Aguilar,M,9th,Bailey High School,87,72,1,1,1
20046,Denise Carter,F,9th,Bailey High School,82,66,0,1,0
20047,Dwayne Miller,M,10th,Bailey High School,92,61,0,1,0
20048,Jared Brown,M,9th,Bailey High School,81,96,1,1,1
20049,Amber Villanueva,F,9th,Bailey High School,75,81,1,1,1
20050,Lisa Carter,F,11th,Bailey High School,96,69,0,1,0
20051,Jacqueline Franco,F,11th,Bailey High School,73,92,1,1,1
20052,Amy Cohen,F,9th,Bailey High School,69,55,0,0,0
20053,Carlos Cox,M,10th,Bailey High School,94,59,0,1,0
20054,Glenda Cox,F,10th,Bailey High School,73,73,1,1,1
20055,Michael Lee,M,9th,Bailey High School,87,55,0,1,0
20056,Bryan Anderson,M,12th,Bailey High School,66,82,1,0,0
20057,Stephanie Arias,F,9th,Bailey High School,69,85,1,0,0
20058,Lauren Cameron,F,12th,Bailey High School,75,97,1,1,1
20059,Jeffrey Price,M,12th,Bailey High School,77,92,1,1,1
20060,Jenna Greer,F,9th,Bailey High School,68,95,1,0,0
20061,Cameron Cordova,M,9th,Bailey High School,71,99,1,1,1
20062,Christina Berry,F,10th,Bailey High School,76,97,1,1,1
20063,Roger Harris,M,12th,Bailey High School,76,95,1,1,1
20064,Samantha Lopez,F,12th,Bailey High School,75,98,1,1,1
20065,Daniel Harvey,M,11th,Bailey High School,96,96,1,1,1
20066,Jeffrey Wilson,M,11th,Bailey High School,99,89,1,1,1
20067,Tina Carter,F,11th,Bailey High School,82,60,0,1,0
20068,Michael Armstrong,M,11th,Bailey High School,74,55,0,1,0
20069,Pamela Manning,F,10th,Bailey High School,89,72,1,1,1
20070,Hayley Allen,F,10th,Bailey High School,97,77,1,1,1
20071,Craig Schultz,M,11th,Bailey High School,90,66,0,1,0
20072,Kerry Taylor,F,11th,Bailey High School,68,57,0,0,0
20073,Jeremy Payne,M,9th,Bailey High School,84,89,1,1,1
20074,Alexander Wright,M,10th,Bailey High School,87,66,0,1,0
20075,Rachel Day,F,12th,Bailey High School,89,67,0,1,0
20076,Nathan Arroyo,M,9th,Bailey High School,87,83,1,1,1
20077,Chris Hartman,M,11th,Bailey High School,94,65,0,1,0
20078,Tanner Rodriguez,M,11th,Bailey High School,82,72,1,1,1
20079,Jeffrey Hopkins,M,10th,Bailey High School,91,86,1,1,1
20080,Russell Banks,M,9th,Bailey High School,70,75,1,1,1
20081,Joshua Ramirez,M,9th,Bailey High School,88,82,1,1,1
20082,Ashley Kelly,F,11th,Bailey High School,71,86,1,1,1
20083,Jay Kirk,M,9th,Bailey High School,91,81,1,1,1
20084,Jacqueline Ray,F,12th,Bailey High School,92,82,1,1,1
20085,Lisa Anderson,F,12th,Bailey High School,94,79,1,1,1
20086,Kristi King,F,12th,Bailey High School,90,75,1,1,1
20087,Alicia Schwartz,F,9th,Bailey High School,82,87,1,1,1
20088,Nicole Taylor,F,10th,Bailey High School,95,76,1,1,1
20089,Amber Cox,F,11th,Bailey High School,90,69,0,1,0
20090,Jason Davis,M,10th,Bailey High School,87,90,1,1,1
20091,James Delgado,M,12th,Bailey High School,75,68,0,1,0
20092,Anna Camacho,F,9th,Bailey High School,67,60,0,0,0
20093,Anna Mendoza,F,11th,Bailey High School,92,71,1,1,1
20094,Jeffery Francis,M,11th,Bailey High School,63,75,1,0,0
20095,Bruce Moreno,M,10th,Bailey High School,83,78,1,1,1
20096,Amber Rhodes,F,11th,Bailey High School,76,74,1,1,1
20097,Nathan Day,M,10th,Bailey High School,64,72,1,0,0
20098,Brent Villa,M,12th,Bailey High School,72,81,1,1,1
20099,Steven Strickland,M,10th,Bailey High School,91,62,0,1,0
20100,Teresa Potter,F,11th,Bailey High School,80,85,1,1,1
20101,Carla Wilson,F,9th,Bailey High School,84,63,0,1,0
20102,Jessica Wright,F,9th,Bailey High School,88,92,1,1,1
20103,Nathaniel Phillips,M,10th,Bailey High School,74,91,1,1,1
20104,Pamela Jones,F,12th,Bailey High School,68,79,1,0,0
20105,William Black,M,9th,Bailey High School,83,96,1,1,1
20106,Ashley Terry,F,9th,Bailey High School,71,79,1,1,1
20107,Kimberly Berry,F,12th,Bailey High School,66,65,0,0,0
20108,Jeffery Powell,M,9th,Bailey High School,89,64,0,1,0
20109,Daniel Sanders,M,9th,Bailey High School,67,87,1,0,0
20110,Michael Garner,M,9th,Bailey High School,78,62,0,1,0
